,launch_speed,launch_angle,Home Run or Out
13991,82.9,-21,Out
9999,76.9,-18,Out
6326,96.9,22,Out
10885,104.9,24,Hit - Not Home Run
14898,99.9,33,Hit - Not Home Run
46,58.8,6,Out
9931,112.5,14,Hit - Not Home Run
4010,100.6,7,Out
14875,88.6,-17,Hit - Not Home Run
12309,80.0,69,Out
2256,91.1,-23,Out
14545,89.9,21,Out
5652,75.8,-18,Out
5413,107.2,31,Home Run
935,107.7,3,Hit - Not Home Run
14715,100.1,19,Hit - Not Home Run
13286,110.2,13,Hit - Not Home Run
6734,78.3,83,Out
4190,80.0,69,Out
6434,96.0,12,Hit - Not Home Run
9250,59.4,-44,Out
4678,86.4,29,Out
4867,77.6,14,Out
7063,80.5,12,Hit - Not Home Run
8703,76.2,-17,Out
7382,99.5,3,Out
10998,83.0,31,Out
4412,81.8,-21,Out
5068,82.4,30,Out
3687,69.4,43,Out
12217,105.6,22,Hit - Not Home Run
5954,99.3,26,Home Run
14441,92.5,21,Out
10302,93.0,2,Out
15352,94.9,20,Out
2209,95.6,37,Hit - Not Home Run
6421,107.1,40,Out
7026,103.6,19,Hit - Not Home Run
9068,85.8,30,Out
6579,80.0,69,Out
7523,105.5,12,Hit - Not Home Run
6519,77.1,16,Out
671,99.0,36,Out
3604,80.0,69,Out
6149,87.9,16,Hit - Not Home Run
7453,90.2,33,Home Run
11499,94.9,34,Out
3912,89.4,37,Out
14136,78.9,-26,Out
4904,83.8,37,Out
9790,95.2,24,Out
140,96.0,2,Out
12939,105.9,13,Hit - Not Home Run
1723,99.0,25,Out
4127,105.9,29,Home Run
2216,99.3,12,Out
4729,108.1,18,Hit - Not Home Run
14376,77.7,5,Out
8293,101.9,27,Out
5559,99.3,20,Out
9797,91.6,21,Out
5549,111.9,9,Hit - Not Home Run
3719,79.9,6,Hit - Not Home Run
10400,101.8,20,Out
2202,90.3,39,Out
2210,76.8,-28,Hit - Not Home Run
2319,89.4,20,Out
9400,89.9,40,Out
141,92.7,28,Out
14207,63.7,30,Hit - Not Home Run
5483,74.5,-11,Out
6728,62.9,7,Out
12749,92.5,45,Out
12078,84.0,2,Out
13831,87.6,45,Out
15596,87.0,8,Hit - Not Home Run
7544,91.9,30,Out
10426,82.9,-21,Out
5132,102.4,12,Hit - Not Home Run
13764,101.9,11,Hit - Not Home Run
540,98.3,26,Home Run
1385,101.8,26,Home Run
7748,90.6,-2,Out
2092,96.9,-15,Out
12010,100.9,26,Home Run
10385,86.1,26,Out
9813,85.7,22,Out
1704,76.5,36,Out
14513,102.5,22,Out
5175,108.7,6,Hit - Not Home Run
12087,93.5,43,Out
1181,94.1,31,Out
13192,54.6,-37,Hit - Not Home Run
2255,82.5,-42,Out
14249,80.0,69,Out
6763,81.4,-25,Out
6315,89.7,19,Out
5046,109.3,7,Hit - Not Home Run
13405,96.2,17,Out
460,65.1,-46,Out
2366,106.6,4,Hit - Not Home Run
6380,70.8,-19,Out
5658,81.0,17,Hit - Not Home Run
10069,96.5,47,Out
12101,85.5,37,Out
544,83.9,15,Hit - Not Home Run
12129,69.1,-19,Out
12361,75.6,76,Out
3729,78.6,14,Hit - Not Home Run
2666,97.0,0,Hit - Not Home Run
2600,90.1,20,Out
5093,95.9,-19,Hit - Not Home Run
9662,85.1,34,Out
4319,107.0,27,Home Run
5980,96.8,34,Out
4756,99.0,5,Out
755,111.3,24,Home Run
6541,97.9,7,Out
10556,77.5,22,Out
11165,54.0,61,Out
4217,88.1,4,Hit - Not Home Run
14876,91.1,7,Out
10897,87.1,18,Out
11006,101.6,6,Hit - Not Home Run
4090,70.3,-11,Out
8709,99.5,-4,Hit - Not Home Run
13296,105.3,-7,Out
4843,106.5,10,Hit - Not Home Run
681,89.6,4,Out
13133,91.6,14,Hit - Not Home Run
578,63.7,43,Hit - Not Home Run
5373,97.2,24,Out
7066,85.1,21,Hit - Not Home Run
11121,98.1,-6,Out
3668,92.8,34,Out
9806,100.8,21,Out
7197,96.5,20,Hit - Not Home Run
12805,94.5,41,Out
772,94.4,6,Out
7615,101.3,24,Hit - Not Home Run
13289,98.1,35,Out
10858,61.8,-36,Hit - Not Home Run
162,103.9,19,Out
1478,101.5,9,Hit - Not Home Run
14871,104.1,21,Out
666,95.6,39,Out
9736,97.2,45,Out
8430,88.2,-5,Hit - Not Home Run
9246,41.0,-4,Hit - Not Home Run
944,87.3,29,Out
730,82.9,-21,Out
1190,69.9,-53,Out
13868,106.4,14,Hit - Not Home Run
9144,76.4,3,Out
7778,65.0,-4,Out
15527,64.3,-32,Out
10382,90.8,20,Out
6094,70.4,7,Hit - Not Home Run
1888,97.6,7,Hit - Not Home Run
5818,109.5,9,Hit - Not Home Run
7062,102.7,14,Out
711,100.7,6,Hit - Not Home Run
3828,91.8,14,Hit - Not Home Run
3344,104.4,-2,Hit - Not Home Run
11160,108.9,-6,Out
2858,78.6,37,Out
10346,103.9,2,Hit - Not Home Run
3142,83.9,9,Hit - Not Home Run
7860,80.0,69,Out
4869,105.9,4,Hit - Not Home Run
12086,87.7,51,Out
6165,73.2,-22,Out
8217,80.0,69,Out
1678,91.0,9,Hit - Not Home Run
13956,46.1,-49,Out
11078,80.0,69,Out
2865,86.9,-6,Hit - Not Home Run
1832,66.4,-39,Out
9785,99.0,13,Hit - Not Home Run
9536,96.9,22,Out
9313,106.9,28,Home Run
5156,100.6,26,Hit - Not Home Run
9513,63.1,-5,Out
4924,95.2,26,Out
11770,68.6,-70,Hit - Not Home Run
2911,102.5,3,Out
1121,92.2,32,Out
6528,67.7,-15,Out
12281,80.0,69,Out
2219,105.4,13,Hit - Not Home Run
3127,91.1,9,Hit - Not Home Run
1456,100.1,2,Out
10837,75.6,-7,Out
5503,95.3,-2,Out
7576,75.4,-23,Out
2309,83.9,-4,Hit - Not Home Run
14169,40.8,10,Out
10857,100.6,-1,Hit - Not Home Run
8832,82.1,23,Out
4304,59.0,35,Out
354,103.8,13,Hit - Not Home Run
9738,86.8,31,Out
4248,100.4,1,Hit - Not Home Run
7402,91.1,-10,Out
1743,66.0,2,Hit - Not Home Run
10771,98.6,36,Out
14455,72.2,-2,Hit - Not Home Run
12946,92.6,33,Out
12972,82.8,28,Out
2013,100.0,20,Hit - Not Home Run
996,94.9,33,Out
4530,106.5,15,Hit - Not Home Run
7967,87.1,-11,Out
11431,105.9,21,Home Run
3119,82.9,-21,Out
916,94.8,35,Out
14998,101.7,-3,Out
5201,86.3,3,Out
11903,96.2,-3,Hit - Not Home Run
11493,102.3,30,Home Run
9299,100.4,5,Out
4236,87.5,28,Out
9464,83.7,-19,Out
9649,72.4,-10,Hit - Not Home Run
7749,71.3,-8,Out
6402,87.0,53,Out
526,84.6,7,Hit - Not Home Run
14444,90.3,-4,Hit - Not Home Run
262,94.2,40,Out
13896,82.5,66,Out
4291,80.0,69,Out
7771,103.6,-1,Out
700,102.2,-11,Out
15355,80.6,24,Out
1085,68.9,55,Out
7553,98.4,36,Out
7497,102.9,16,Out
6867,92.6,52,Out
3543,73.7,51,Out
14814,70.0,52,Out
8729,90.0,35,Out
14050,102.3,7,Hit - Not Home Run
12407,97.5,-13,Hit - Not Home Run
11725,81.9,-46,Out
6794,90.4,28,Hit - Not Home Run
1766,63.1,-45,Out
10974,104.2,32,Home Run
2942,82.9,-21,Out
14091,106.4,35,Out
2136,90.5,33,Out
15478,88.3,43,Out
3255,85.4,-28,Out
2479,86.2,0,Out
9501,104.5,-25,Out
3617,95.4,-7,Out
13134,98.6,27,Out
6311,107.0,18,Hit - Not Home Run
14753,99.4,-9,Out
6588,85.5,58,Out
10865,94.9,-2,Hit - Not Home Run
11801,100.1,31,Out
6009,107.4,24,Home Run
15081,106.3,8,Hit - Not Home Run
53,32.7,-21,Out
11787,106.8,-4,Hit - Not Home Run
7690,99.0,-9,Out
7574,107.7,24,Home Run
10742,80.0,69,Out
15181,98.3,31,Out
11286,90.3,-17,Hit - Not Home Run
13413,99.7,-13,Hit - Not Home Run
13332,103.9,4,Out
871,96.2,10,Hit - Not Home Run
62,78.9,44,Out
2714,103.6,28,Hit - Not Home Run
823,100.7,24,Home Run
10637,76.8,0,Out
12888,77.5,28,Out
9694,93.2,53,Out
12269,101.9,31,Home Run
12340,79.3,-38,Out
7635,68.0,40,Out
11586,88.6,-10,Hit - Not Home Run
14607,91.1,18,Out
4562,95.4,11,Hit - Not Home Run
6508,75.6,67,Out
1627,47.4,-20,Hit - Not Home Run
5279,100.8,-24,Out
9850,98.1,15,Out
14556,90.3,-17,Hit - Not Home Run
3980,103.3,28,Hit - Not Home Run
8930,87.8,40,Out
1370,76.8,-20,Out
8811,98.8,8,Hit - Not Home Run
7997,96.6,12,Hit - Not Home Run
5731,110.3,11,Hit - Not Home Run
10919,87.8,4,Hit - Not Home Run
10967,61.1,-85,Out
3889,90.0,1,Out
11804,98.5,15,Out
6684,79.2,59,Out
2932,75.7,-20,Out
10211,101.2,4,Hit - Not Home Run
4416,95.1,25,Hit - Not Home Run
15522,93.0,-2,Hit - Not Home Run
9721,98.4,39,Out
6095,97.7,13,Hit - Not Home Run
5198,86.6,45,Out
5691,83.2,24,Hit - Not Home Run
1171,88.4,-50,Hit - Not Home Run
7364,103.4,4,Hit - Not Home Run
9839,89.5,25,Out
15381,103.0,33,Hit - Not Home Run
2712,102.2,29,Out
2523,100.3,16,Hit - Not Home Run
14287,85.2,10,Out
4532,100.7,10,Hit - Not Home Run
2221,87.5,30,Out
662,104.6,17,Hit - Not Home Run
4077,80.0,69,Out
15420,62.9,-25,Out
8268,94.4,24,Out
10485,100.7,7,Out
8715,88.6,48,Out
13531,80.4,21,Hit - Not Home Run
1371,68.6,9,Hit - Not Home Run
8733,101.0,5,Hit - Not Home Run
15109,71.8,20,Hit - Not Home Run
13361,80.0,69,Out
15474,83.8,-35,Out
9593,69.7,37,Hit - Not Home Run
12392,85.7,-8,Hit - Not Home Run
7573,102.6,21,Out
4066,70.1,-3,Out
3098,94.2,-11,Out
7293,87.8,16,Hit - Not Home Run
9383,99.0,30,Out
5169,86.9,-19,Out
7938,93.4,7,Out
2124,82.2,-7,Out
7546,91.0,-7,Out
2864,82.0,29,Out
5081,90.4,10,Out
13470,73.8,-1,Out
12480,93.8,22,Out
899,105.1,8,Hit - Not Home Run
807,78.3,40,Out
4774,92.9,7,Hit - Not Home Run
11099,97.7,-18,Hit - Not Home Run
13702,97.8,3,Hit - Not Home Run
10159,82.6,39,Out
1865,70.6,37,Out
13174,47.4,60,Out
8426,102.1,-9,Hit - Not Home Run
6223,96.4,48,Out
964,80.3,7,Hit - Not Home Run
10691,72.6,35,Hit - Not Home Run
6430,65.0,-15,Hit - Not Home Run
8694,82.9,-21,Out
13492,70.4,-18,Out
3477,95.4,33,Home Run
7508,101.8,-2,Hit - Not Home Run
80,69.1,-10,Out
3880,85.7,49,Out
11897,91.9,14,Hit - Not Home Run
10250,88.6,-21,Out
8209,93.6,42,Out
6572,88.8,25,Out
13821,90.3,34,Out
6469,103.9,6,Hit - Not Home Run
1714,84.7,3,Out
5709,74.2,-7,Out
4283,82.1,24,Hit - Not Home Run
5110,68.0,45,Out
9690,105.4,-12,Out
7557,89.8,-11,Hit - Not Home Run
7096,93.0,-5,Out
11021,94.5,-5,Hit - Not Home Run
11302,89.0,28,Out
3091,90.3,-17,Hit - Not Home Run
10726,89.2,21,Hit - Not Home Run
7893,100.5,-2,Hit - Not Home Run
14213,87.7,32,Out
7632,58.2,29,Hit - Not Home Run
2629,106.0,9,Hit - Not Home Run
8748,88.8,59,Out
2552,65.9,-13,Out
10816,91.4,55,Out
10103,95.5,-6,Out
10518,102.9,8,Out
1128,107.1,0,Out
1900,100.2,-9,Hit - Not Home Run
2963,93.0,42,Out
7499,90.9,21,Hit - Not Home Run
1924,89.5,-11,Out
8556,109.6,1,Out
13784,93.3,66,Out
13280,83.3,38,Out
15019,76.2,-19,Out
2527,96.3,11,Hit - Not Home Run
15517,90.1,-32,Out
15626,102.2,25,Home Run
3819,83.7,22,Out
10109,100.8,17,Out
7110,69.2,-24,Hit - Not Home Run
13438,71.6,1,Hit - Not Home Run
7258,50.4,10,Out
13603,40.0,-36,Hit - Not Home Run
1467,96.8,-10,Hit - Not Home Run
2036,101.7,6,Out
7407,81.8,-5,Hit - Not Home Run
2373,93.0,-10,Out
5400,81.3,-7,Out
6400,57.8,-30,Out
6712,90.4,15,Hit - Not Home Run
13255,101.4,-5,Hit - Not Home Run
11443,93.9,-23,Out
83,106.6,6,Hit - Not Home Run
13132,67.8,18,Out
3288,69.5,30,Hit - Not Home Run
10018,96.0,22,Out
6501,93.1,49,Out
12765,97.0,12,Out
9995,76.5,44,Out
3626,101.2,17,Out
5404,94.2,-27,Hit - Not Home Run
7152,91.3,14,Hit - Not Home Run
14111,88.0,56,Out
12979,80.0,69,Out
15176,85.8,-16,Out
12856,76.7,-39,Out
5755,107.7,-14,Hit - Not Home Run
12529,102.9,-16,Out
8808,93.7,9,Hit - Not Home Run
8456,96.3,-19,Out
7640,87.6,11,Hit - Not Home Run
1530,62.4,-18,Out
3247,96.8,29,Out
1342,95.3,7,Hit - Not Home Run
2380,90.5,13,Hit - Not Home Run
8399,98.8,-4,Hit - Not Home Run
14703,91.2,-28,Out
12900,98.5,16,Out
11793,93.8,-28,Out
13749,108.2,27,Home Run
15378,103.4,13,Out
8083,95.8,43,Out
324,102.3,-84,Out
7272,95.0,22,Out
7271,86.2,19,Out
853,105.8,24,Home Run
6324,105.4,-1,Out
9067,104.4,20,Home Run
14603,88.3,5,Out
1144,68.8,-43,Out
319,96.2,7,Hit - Not Home Run
14220,91.4,66,Out
269,101.0,5,Hit - Not Home Run
6652,105.1,3,Out
15627,93.5,-32,Out
4974,65.3,1,Out
5526,79.2,30,Out
9837,79.2,37,Out
2185,77.6,14,Hit - Not Home Run
12833,102.3,13,Hit - Not Home Run
5991,95.1,30,Out
10531,72.3,33,Out
6482,80.0,69,Out
11996,94.9,22,Out
13801,64.6,11,Out
872,93.8,26,Hit - Not Home Run
3741,105.3,-6,Hit - Not Home Run
1230,58.7,-31,Out
7826,76.7,-29,Out
13083,102.3,2,Out
12861,96.7,27,Hit - Not Home Run
9375,110.7,13,Hit - Not Home Run
13182,95.2,16,Out
5761,106.0,10,Hit - Not Home Run
5774,75.6,4,Hit - Not Home Run
6487,94.1,41,Out
2665,98.9,12,Hit - Not Home Run
13253,101.2,4,Out
4743,89.6,-26,Out
4872,91.8,6,Hit - Not Home Run
6037,105.6,4,Out
5543,107.7,10,Hit - Not Home Run
1823,83.1,21,Hit - Not Home Run
12642,83.1,-11,Out
5316,107.3,23,Home Run
12040,74.2,-1,Out
12909,100.2,22,Out
4098,92.6,16,Hit - Not Home Run
5610,69.0,-77,Out
9523,107.0,15,Hit - Not Home Run
6784,80.0,69,Out
6832,101.4,9,Out
15235,91.1,-10,Out
2930,65.3,7,Out
8606,82.9,-21,Out
12575,51.5,-9,Out
2005,74.2,-20,Out
14145,94.5,39,Out
3931,89.6,14,Hit - Not Home Run
7291,105.6,13,Hit - Not Home Run
1185,111.7,25,Home Run
1753,104.0,29,Home Run
13574,75.2,-11,Out
10928,82.9,-21,Out
509,104.2,29,Home Run
619,92.7,7,Out
5374,96.7,35,Out
15055,107.7,13,Hit - Not Home Run
3765,67.2,-48,Hit - Not Home Run
2842,94.4,27,Out
12722,77.2,-11,Out
5882,102.7,6,Hit - Not Home Run
8355,71.4,-34,Out
10736,97.0,3,Hit - Not Home Run
9457,91.7,33,Out
3759,75.6,-41,Out
4783,101.5,33,Hit - Not Home Run
7418,104.8,34,Home Run
4648,100.0,36,Out
5823,87.5,20,Hit - Not Home Run
6576,104.9,14,Hit - Not Home Run
92,71.7,4,Out
4608,88.8,14,Hit - Not Home Run
12065,94.1,48,Out
7492,95.6,55,Out
10406,82.9,-21,Out
8894,80.0,69,Out
9283,76.6,-40,Out
15145,105.2,13,Out
928,84.4,44,Out
13139,89.7,26,Out
10008,94.2,38,Out
3434,67.8,13,Out
536,95.6,25,Hit - Not Home Run
4325,106.5,27,Hit - Not Home Run
10036,111.7,7,Hit - Not Home Run
8592,99.9,10,Out
14125,78.9,26,Hit - Not Home Run
8638,98.2,-4,Out
10905,95.1,27,Out
10513,97.3,1,Out
3084,103.1,1,Hit - Not Home Run
2931,87.2,44,Out
15486,100.7,29,Home Run
8445,53.9,-28,Out
9415,54.5,-23,Out
1236,106.8,14,Hit - Not Home Run
2721,89.2,28,Out
14838,60.5,-68,Out
11712,90.6,19,Hit - Not Home Run
6233,82.9,-21,Out
8035,67.1,-12,Out
6893,100.3,22,Hit - Not Home Run
6562,82.4,17,Hit - Not Home Run
10449,80.0,69,Out
1834,99.9,9,Out
9241,75.7,11,Hit - Not Home Run
9950,86.5,27,Out
8001,99.5,9,Hit - Not Home Run
7806,83.7,-26,Out
1700,73.0,27,Hit - Not Home Run
13279,108.1,10,Hit - Not Home Run
3072,86.1,44,Out
10992,72.4,5,Hit - Not Home Run
9178,85.0,23,Out
3716,100.5,19,Out
9557,89.9,-33,Out
3240,97.2,17,Hit - Not Home Run
6599,104.5,23,Hit - Not Home Run
9825,97.0,27,Home Run
2338,94.5,21,Out
2789,80.0,69,Out
11777,100.6,25,Home Run
2749,102.8,5,Hit - Not Home Run
11508,98.1,-25,Hit - Not Home Run
702,81.6,-12,Out
9757,80.0,69,Out
6801,87.9,43,Out
7599,87.6,21,Out
14720,101.5,20,Out
9176,96.8,49,Out
14407,68.3,-5,Out
11573,61.7,26,Hit - Not Home Run
11703,80.7,-36,Out
2361,99.0,14,Hit - Not Home Run
3724,77.0,-50,Out
14777,99.0,21,Out
5844,80.0,69,Out
9080,98.2,-9,Out
2812,93.0,23,Out
6407,80.0,69,Out
9624,98.9,34,Home Run
2326,71.4,25,Hit - Not Home Run
7624,85.3,40,Out
6567,74.4,-2,Out
4679,40.0,-36,Hit - Not Home Run
7434,80.0,69,Out
9570,99.8,25,Hit - Not Home Run
12525,98.5,34,Out
6213,105.6,19,Hit - Not Home Run
10332,80.0,69,Out
11453,98.1,28,Out
6235,89.7,-25,Out
3832,83.2,-18,Out
11342,87.5,22,Out
6216,105.1,12,Hit - Not Home Run
13271,94.2,1,Hit - Not Home Run
5953,80.0,69,Out
3633,102.4,18,Home Run
3511,91.6,36,Out
6543,97.0,30,Home Run
9879,80.0,12,Out
9149,73.6,-16,Out
13419,98.0,9,Hit - Not Home Run
3170,97.2,10,Hit - Not Home Run
15465,92.0,23,Out
2212,103.7,12,Hit - Not Home Run
9847,90.2,42,Out
6038,71.8,36,Out
11098,52.2,-36,Out
1328,74.7,6,Out
11887,76.0,-51,Out
15002,102.7,15,Hit - Not Home Run
5216,98.0,-19,Out
5022,84.7,21,Out
3447,102.2,10,Hit - Not Home Run
12114,93.8,17,Hit - Not Home Run
10804,89.2,0,Out
139,82.9,-21,Out
10014,87.5,45,Out
12429,101.2,5,Hit - Not Home Run
13406,87.9,51,Out
3649,107.9,0,Out
9296,112.9,12,Hit - Not Home Run
6624,76.9,73,Out
7849,87.6,48,Out
8915,94.6,20,Hit - Not Home Run
12112,95.8,-15,Out
13792,45.7,-24,Hit - Not Home Run
10062,80.0,69,Out
9476,103.1,-7,Hit - Not Home Run
12197,107.1,-7,Out
14508,98.9,33,Home Run
9614,82.9,-21,Out
15161,101.8,22,Hit - Not Home Run
3313,77.1,4,Hit - Not Home Run
6069,97.8,-14,Out
1665,58.8,-45,Out
9086,108.6,1,Hit - Not Home Run
7437,80.0,69,Out
2313,82.5,24,Out
10964,80.0,69,Out
13128,98.0,7,Hit - Not Home Run
5711,82.9,-21,Out
6545,94.5,32,Out
13516,96.3,9,Out
1802,101.6,-1,Hit - Not Home Run
11420,80.0,69,Out
6008,62.2,34,Out
11993,99.3,6,Out
1974,86.9,-39,Out
4026,77.4,56,Out
6922,82.0,-17,Out
1948,78.6,40,Out
4676,85.6,46,Out
9456,73.0,-10,Out
14413,74.3,21,Hit - Not Home Run
2226,97.7,-1,Hit - Not Home Run
14820,97.4,18,Out
3101,95.8,21,Out
10174,57.8,-13,Out
10749,78.0,19,Hit - Not Home Run
12670,100.0,6,Out
7487,64.2,-22,Out
9156,65.9,-19,Out
9717,92.8,-32,Hit - Not Home Run
15085,80.0,69,Out
3694,106.3,2,Hit - Not Home Run
10781,99.7,14,Hit - Not Home Run
9940,65.5,59,Out
12819,103.4,30,Home Run
11017,80.0,69,Out
8457,103.7,27,Home Run
14499,62.9,63,Out
1812,80.8,8,Out
2076,103.8,13,Hit - Not Home Run
1309,74.5,21,Hit - Not Home Run
13731,83.5,26,Hit - Not Home Run
11999,69.8,32,Out
13217,79.0,-38,Out
4833,62.7,13,Hit - Not Home Run
8364,95.8,-20,Out
14367,70.0,-2,Out
10917,93.1,7,Hit - Not Home Run
4754,63.4,35,Hit - Not Home Run
14195,82.9,-21,Out
5581,107.7,8,Hit - Not Home Run
4318,103.4,7,Hit - Not Home Run
2240,67.5,-32,Out
1111,84.2,34,Out
2825,80.0,69,Out
15489,74.4,3,Out
6472,97.6,53,Out
3379,97.9,36,Out
407,91.7,6,Hit - Not Home Run
14268,94.7,29,Out
2705,80.0,69,Out
1375,82.9,-21,Out
12803,80.2,-28,Out
1750,85.6,18,Hit - Not Home Run
3199,93.8,27,Out
9047,90.9,28,Out
1329,94.1,53,Out
12154,86.0,26,Out
9894,45.3,-40,Hit - Not Home Run
8374,97.3,-32,Out
8962,105.8,16,Out
8135,104.6,7,Out
6771,95.8,14,Hit - Not Home Run
8335,91.7,5,Out
2220,80.0,7,Out
13508,77.3,50,Out
13605,74.6,19,Out
7254,80.0,69,Out
12405,99.5,11,Hit - Not Home Run
12299,93.1,15,Hit - Not Home Run
2717,86.3,34,Out
5958,89.8,37,Out
11926,104.0,2,Out
5057,97.4,-8,Hit - Not Home Run
6298,105.8,23,Home Run
15164,80.0,69,Out
1434,82.9,-21,Out
15524,96.9,-16,Out
13979,95.4,-7,Hit - Not Home Run
14233,85.5,8,Out
4995,71.3,-24,Out
15100,105.3,6,Hit - Not Home Run
4488,87.6,56,Out
1466,91.8,1,Hit - Not Home Run
3822,94.9,11,Out
5114,101.1,19,Hit - Not Home Run
5896,98.3,26,Hit - Not Home Run
3109,86.5,11,Hit - Not Home Run
7480,77.7,9,Hit - Not Home Run
2397,89.0,11,Hit - Not Home Run
10529,101.2,-5,Hit - Not Home Run
2051,98.8,17,Out
13751,94.5,24,Out
7737,99.4,21,Out
7386,90.1,23,Hit - Not Home Run
13347,104.8,-2,Out
1618,101.5,9,Hit - Not Home Run
8984,90.6,9,Hit - Not Home Run
10543,101.1,-8,Out
716,95.6,11,Hit - Not Home Run
1626,101.4,28,Home Run
13273,74.7,-14,Out
15063,90.1,14,Hit - Not Home Run
14564,82.9,-21,Out
13674,87.7,20,Hit - Not Home Run
10217,96.6,-11,Out
12354,103.0,0,Out
10672,71.7,36,Out
2843,83.4,-19,Out
8039,77.7,27,Hit - Not Home Run
9395,82.9,-21,Out
8016,99.3,10,Hit - Not Home Run
12421,102.7,-6,Out
2983,63.0,12,Out
13941,81.5,15,Hit - Not Home Run
9603,107.9,26,Home Run
2949,83.2,18,Hit - Not Home Run
9116,107.5,7,Hit - Not Home Run
11355,92.1,-36,Out
8478,99.3,-31,Out
7211,93.6,8,Out
11232,69.2,7,Hit - Not Home Run
5757,94.6,-26,Hit - Not Home Run
3795,78.7,49,Out
9164,82.9,-21,Out
1114,60.4,-29,Out
6835,97.6,31,Out
6101,73.8,-6,Out
2525,103.8,19,Hit - Not Home Run
14966,67.4,28,Hit - Not Home Run
14011,77.6,87,Out
4508,82.9,-21,Out
7784,80.0,69,Out
10041,107.4,4,Out
3698,87.8,22,Out
11030,93.8,22,Hit - Not Home Run
5058,79.8,49,Out
14559,106.0,3,Out
305,95.6,20,Out
10490,84.8,-17,Out
3620,90.2,33,Out
3408,94.7,28,Out
12050,106.6,25,Home Run
7628,62.8,7,Out
14226,60.0,-27,Out
6993,86.5,26,Out
11153,87.8,14,Hit - Not Home Run
5943,101.5,40,Out
4349,74.6,6,Out
14278,71.5,-33,Out
3735,80.0,69,Out
8603,82.9,36,Out
13604,90.9,22,Hit - Not Home Run
7339,106.8,33,Home Run
11151,59.3,41,Out
14728,80.9,38,Out
5550,70.8,11,Out
12848,91.7,3,Out
6212,94.7,24,Out
2472,104.8,21,Out
6686,82.7,37,Out
6789,99.9,-6,Out
3827,92.7,13,Hit - Not Home Run
13367,81.6,-4,Out
11814,91.5,33,Out
6617,104.8,2,Out
10626,90.3,-17,Hit - Not Home Run
8705,81.0,45,Out
3580,95.2,-22,Hit - Not Home Run
11050,90.2,9,Hit - Not Home Run
13786,96.4,12,Hit - Not Home Run
5895,93.4,30,Out
4192,80.4,-23,Out
11002,99.3,-15,Out
9124,98.0,13,Hit - Not Home Run
12702,106.2,24,Hit - Not Home Run
1196,76.0,0,Hit - Not Home Run
4602,88.3,22,Hit - Not Home Run
3748,105.7,2,Hit - Not Home Run
4177,93.8,-17,Out
1212,68.1,65,Out
2083,95.5,50,Out
9048,83.1,51,Out
13787,72.7,42,Out
8584,100.8,-9,Hit - Not Home Run
8324,78.6,8,Out
11976,103.0,1,Hit - Not Home Run
5250,103.2,20,Home Run
11087,71.8,66,Out
4787,72.8,38,Hit - Not Home Run
10926,106.3,5,Hit - Not Home Run
13058,93.7,-5,Out
15471,98.8,21,Out
12559,84.7,-7,Out
2559,94.7,26,Out
15038,84.2,50,Out
14299,78.0,26,Hit - Not Home Run
2997,90.5,7,Hit - Not Home Run
6448,106.7,4,Hit - Not Home Run
1476,82.9,-21,Out
14658,81.8,36,Out
271,79.7,6,Hit - Not Home Run
7285,94.4,26,Out
10417,76.8,-26,Out
9502,80.0,69,Out
5963,54.7,-6,Out
5485,69.6,57,Out
6188,53.9,33,Out
6302,90.2,36,Out
6656,104.9,31,Home Run
3961,107.6,18,Out
11628,102.6,34,Home Run
6081,91.2,42,Out
2593,77.5,36,Out
10603,93.7,29,Out
7221,95.7,7,Hit - Not Home Run
9371,106.0,24,Home Run
8057,83.7,45,Out
8369,106.9,14,Out
303,84.2,23,Hit - Not Home Run
14218,101.1,19,Hit - Not Home Run
9866,93.5,51,Out
1451,75.5,53,Out
13686,89.7,44,Out
6825,78.0,12,Out
1470,81.6,13,Hit - Not Home Run
4495,80.8,7,Hit - Not Home Run
11593,93.3,28,Out
1443,93.6,25,Hit - Not Home Run
7108,96.5,13,Hit - Not Home Run
4414,87.4,5,Hit - Not Home Run
1705,105.3,23,Home Run
3963,102.0,5,Hit - Not Home Run
5748,51.7,-81,Out
11982,82.9,-21,Out
1872,91.5,21,Out
1281,86.5,-17,Out
10957,92.3,-4,Out
85,83.4,-17,Out
8982,98.8,46,Out
13606,83.2,11,Out
9822,111.9,28,Home Run
12021,97.7,50,Out
12291,109.5,2,Out
8089,76.5,31,Out
1319,86.3,-14,Out
2060,86.1,12,Hit - Not Home Run
14092,110.1,12,Hit - Not Home Run
8520,82.9,-21,Out
13484,80.0,69,Out
10639,102.9,26,Home Run
7279,87.6,-12,Hit - Not Home Run
6892,82.1,41,Out
3159,61.3,-35,Out
2152,96.5,5,Hit - Not Home Run
9521,103.2,-6,Out
4828,101.9,-3,Out
1104,101.2,19,Out
12428,98.9,1,Hit - Not Home Run
7919,102.8,20,Out
12364,110.0,1,Hit - Not Home Run
1055,73.2,-13,Out
13724,89.6,14,Hit - Not Home Run
15439,95.5,39,Out
7080,70.3,-47,Out
13023,108.1,-3,Hit - Not Home Run
10422,80.0,69,Out
10224,104.1,-2,Hit - Not Home Run
4816,100.8,33,Home Run
1784,84.8,-2,Out
5925,88.9,47,Out
3418,87.8,13,Hit - Not Home Run
12717,93.0,3,Out
4249,91.8,44,Out
14089,103.7,-4,Out
